X,Y
0.0,0.0
0.000694444444444,0.0
0.00138888888889,0.0
0.00138888888889,0.00258843830889
0.00208333333333,0.00258843830889
0.00208333333333,0.00431406384814
0.00416666666667,0.00431406384814
0.00416666666667,0.00517687661777
0.00555555555556,0.00517687661777
0.00555555555556,0.00776531492666
0.00694444444444,0.00776531492666
0.00694444444444,0.00862812769629
0.00972222222222,0.00862812769629
0.00972222222222,0.0112165660052
0.0118055555556,0.0112165660052
0.0118055555556,0.0138050043141
0.0125,0.0138050043141
0.0125,0.0146678170837
0.0131944444444,0.0146678170837
0.0131944444444,0.0155306298533
0.0180555555556,0.0155306298533
0.0180555555556,0.016393442623
0.01875,0.016393442623
0.01875,0.0172562553926
0.0208333333333,0.0172562553926
0.0208333333333,0.0189818809318
0.0222222222222,0.0189818809318
0.0222222222222,0.0198446937015
0.0236111111111,0.0198446937015
0.0236111111111,0.0258843830889
0.025,0.0258843830889
0.025,0.0267471958585
0.0256944444444,0.0267471958585
0.0256944444444,0.0276100086281
0.0277777777778,0.0276100086281
0.0277777777778,0.0293356341674
0.0291666666667,0.0293356341674
0.0291666666667,0.030198446937
0.03125,0.030198446937
0.03125,0.0310612597066
0.0333333333333,0.0310612597066
0.0333333333333,0.0327868852459
0.0340277777778,0.0327868852459
0.0340277777778,0.0336496980155
0.0347222222222,0.0336496980155
0.0347222222222,0.0345125107852
0.0402777777778,0.0345125107852
0.0402777777778,0.0379637618637
0.0423611111111,0.0379637618637
0.0423611111111,0.0396893874029
0.04375,0.0396893874029
0.04375,0.0405522001726
0.0444444444444,0.0405522001726
0.0444444444444,0.0414150129422
0.0451388888889,0.0414150129422
0.0451388888889,0.0448662640207
0.0458333333333,0.0448662640207
0.0458333333333,0.04659188956
0.0479166666667,0.04659188956
0.0479166666667,0.0491803278689
0.0486111111111,0.0491803278689
0.0486111111111,0.0500431406385
0.0493055555556,0.0500431406385
0.0493055555556,0.0509059534081
0.05,0.0509059534081
0.05,0.0526315789474
0.0506944444444,0.0526315789474
0.0506944444444,0.053494391717
0.0520833333333,0.053494391717
0.0520833333333,0.0543572044866
0.0534722222222,0.0543572044866
0.0534722222222,0.0569456427955
0.0555555555556,0.0569456427955
0.0555555555556,0.0578084555651
0.0569444444444,0.0578084555651
0.0569444444444,0.0586712683348
0.0576388888889,0.0586712683348
0.0576388888889,0.0595340811044
0.0590277777778,0.0595340811044
0.0590277777778,0.0621225194133
