date,code,label
2013/12/31,000423.XSHE,1
2013/12/31,600170.XSHG,1
2013/12/31,603993.XSHG,1
2013/12/31,000402.XSHE,1
2013/12/31,601866.XSHG,1
2014/3/31,600582.XSHG,1
2014/3/31,601998.XSHG,1
2014/3/31,002304.XSHE,1
2014/3/31,600832.XSHG,1
2014/3/31,600340.XSHG,1
2014/3/31,000009.XSHE,1
2014/3/31,002065.XSHE,1
2014/3/31,600352.XSHG,1
2014/3/31,000656.XSHE,1
2014/3/31,000156.XSHE,1
2014/3/31,000839.XSHE,1
2014/3/31,000961.XSHE,1
2014/3/31,002146.XSHE,1
2014/3/31,000858.XSHE,1
2014/3/31,002155.XSHE,1
2014/3/31,600718.XSHG,1
2014/3/31,000718.XSHE,1
2014/3/31,600863.XSHG,1
2014/3/31,002375.XSHE,1
2014/3/31,000970.XSHE,1
2014/3/31,000100.XSHE,1
2014/3/31,600008.XSHG,1
2014/3/31,600516.XSHG,1
2014/3/31,000703.XSHE,1
2014/3/31,000725.XSHE,1
2014/3/31,600489.XSHG,1
2014/3/31,000002.XSHE,1
2014/3/31,002269.XSHE,1
2014/3/31,601888.XSHG,1
2014/3/31,601899.XSHG,1
2014/3/31,600177.XSHG,1
2014/3/31,000046.XSHE,1
2014/3/31,601169.XSHG,1
2014/3/31,601118.XSHG,1
2014/3/31,000598.XSHE,1
2014/3/31,600332.XSHG,1
2014/3/31,601139.XSHG,1
2014/3/31,000060.XSHE,1
2014/3/31,601333.XSHG,1
2014/3/31,600839.XSHG,1
2014/3/31,601238.XSHG,1
2014/3/31,600266.XSHG,1
2014/3/31,600376.XSHG,1
2014/3/31,002069.XSHE,1
2014/3/31,600694.XSHG,1
2014/3/31,601390.XSHG,1
2014/3/31,000423.XSHE,1
2014/3/31,601989.XSHG,1
2014/3/31,601328.XSHG,1
2014/3/31,000063.XSHE,1
2014/3/31,000061.XSHE,1
2014/3/31,002570.XSHE,1
2014/3/31,600887.XSHG,1
2014/3/31,601939.XSHG,1
2014/3/31,000425.XSHE,1
2014/3/31,002129.XSHE,1
2014/3/31,000630.XSHE,1
2014/3/31,603993.XSHG,1
2014/3/31,601800.XSHG,1
2014/3/31,000750.XSHE,1
2014/3/31,601992.XSHG,1
2014/3/31,600900.XSHG,1
2014/3/31,002007.XSHE,1
2014/3/31,000069.XSHE,1
2014/3/31,601186.XSHG,1
2014/3/31,600000.XSHG,1
2014/3/31,600111.XSHG,1
2014/3/31,000826.XSHE,1
2014/3/31,601669.XSHG,1
2014/3/31,600108.XSHG,1
2014/3/31,002673.XSHE,1
2014/3/31,000536.XSHE,1
2014/3/31,600436.XSHG,1
2014/3/31,000625.XSHE,1
2014/3/31,600309.XSHG,1
2014/3/31,600058.XSHG,1
2014/3/31,000831.XSHE,1
2014/3/31,000538.XSHE,1
2014/3/31,002081.XSHE,1
2014/3/31,000001.XSHE,1
2014/3/31,600648.XSHG,1
2014/3/31,600157.XSHG,1
2014/3/31,601633.XSHG,1
2014/3/31,002024.XSHE,1
2014/3/31,600403.XSHG,1
2014/3/31,601808.XSHG,1
2014/3/31,002385.XSHE,1
2014/3/31,002241.XSHE,1
2014/6/30,601231.XSHG,1
2014/6/30,002038.XSHE,1
2014/6/30,000581.XSHE,1
2014/6/30,603000.XSHG,1
2014/6/30,600157.XSHG,1
2014/6/30,600718.XSHG,1
2014/6/30,600600.XSHG,1
2014/6/30,002294.XSHE,1
2014/6/30,600893.XSHG,1
2014/6/30,600372.XSHG,1
2014/6/30,000538.XSHE,1
2014/6/30,600085.XSHG,1
2014/6/30,601928.XSHG,1
2014/6/30,601808.XSHG,1
2014/6/30,600058.XSHG,1
2014/6/30,600637.XSHG,1
2014/6/30,600598.XSHG,1
2014/6/30,600123.XSHG,1
2014/6/30,002385.XSHE,1
2014/6/30,002415.XSHE,1
2014/6/30,600547.XSHG,1
2014/6/30,002146.XSHE,1
2014/6/30,000423.XSHE,1
2014/6/30,600406.XSHG,1
2014/6/30,600597.XSHG,1
2014/9/30,600633.XSHG,1
2014/9/30,000562.XSHE,1
2014/9/30,603000.XSHG,1
2014/9/30,601118.XSHG,1
2014/9/30,600395.XSHG,1
2014/9/30,002450.XSHE,1
2014/9/30,601866.XSHG,1
2014/9/30,000869.XSHE,1
2014/9/30,002415.XSHE,1
2014/9/30,600893.XSHG,1
2014/9/30,600018.XSHG,1
2014/9/30,000961.XSHE,1
2014/9/30,600809.XSHG,1
2014/9/30,002353.XSHE,1
2014/9/30,600309.XSHG,1
2014/9/30,600369.XSHG,1
2014/9/30,600372.XSHG,1
2014/9/30,002500.XSHE,1
2014/9/30,002400.XSHE,1
2014/9/30,600648.XSHG,1
2014/9/30,002001.XSHE,1
2014/9/30,601929.XSHG,1
2014/9/30,000338.XSHE,1
2014/9/30,000156.XSHE,1
2014/9/30,601901.XSHG,1
2014/9/30,002673.XSHE,1
2014/9/30,000333.XSHE,1
2014/9/30,000413.XSHE,1
2014/9/30,000725.XSHE,1
2014/9/30,002594.XSHE,1
2014/9/30,601933.XSHG,1
2014/9/30,002653.XSHE,1
2014/9/30,600340.XSHG,1
2014/9/30,002038.XSHE,1
2014/9/30,600535.XSHG,1
2014/9/30,000963.XSHE,1
2014/9/30,600600.XSHG,1
2014/9/30,000858.XSHE,1
2014/9/30,002065.XSHE,1
2014/9/30,002252.XSHE,1
2014/9/30,600832.XSHG,1
2014/12/31,600999.XSHG,1
2014/12/31,601377.XSHG,1
2014/12/31,002673.XSHE,1
2014/12/31,600837.XSHG,1
2014/12/31,600369.XSHG,1
2014/12/31,000425.XSHE,1
2014/12/31,600031.XSHG,1
2014/12/31,002146.XSHE,1
2014/12/31,601991.XSHG,1
2014/12/31,600637.XSHG,1
2014/12/31,002465.XSHE,1
2014/12/31,000656.XSHE,1
2014/12/31,000629.XSHE,1
2014/12/31,000718.XSHE,1
2014/12/31,000937.XSHE,1
2014/12/31,600436.XSHG,1
2014/12/31,600256.XSHG,1
2015/3/31,000156.XSHE,1
2015/3/31,002230.XSHE,1
2015/3/31,600415.XSHG,1
2015/3/31,300017.XSHE,1
2015/3/31,600998.XSHG,1
2015/3/31,002153.XSHE,1
2015/3/31,002065.XSHE,1
2015/6/30,000559.XSHE,1
2015/6/30,601018.XSHG,1
2015/6/30,300027.XSHE,1
2015/6/30,000768.XSHE,1
2015/6/30,002465.XSHE,1
2015/6/30,002415.XSHE,1
2015/6/30,002570.XSHE,1
2015/6/30,600252.XSHG,1
2015/6/30,600485.XSHG,1
2015/6/30,601225.XSHG,1
2015/6/30,002230.XSHE,1
2015/6/30,000963.XSHE,1
2015/9/30,601919.XSHG,1
2015/9/30,601866.XSHG,1
2015/9/30,601618.XSHG,1
2015/9/30,300058.XSHE,1
2015/9/30,000876.XSHE,1
2015/9/30,300027.XSHE,1
2015/9/30,600633.XSHG,1
2015/9/30,600663.XSHG,1
2015/9/30,000826.XSHE,1
2015/9/30,600648.XSHG,1
2015/9/30,000559.XSHE,1
2015/9/30,600276.XSHG,1
2015/9/30,000027.XSHE,1
2015/9/30,000963.XSHE,1
2015/9/30,000858.XSHE,1
2015/9/30,000425.XSHE,1
2015/9/30,600340.XSHG,1
2015/9/30,600170.XSHG,1
2015/9/30,300070.XSHE,1
2015/9/30,002465.XSHE,1
2015/9/30,601216.XSHG,1
2015/9/30,000800.XSHE,1
2015/9/30,603288.XSHG,1
2015/9/30,002415.XSHE,1
2015/9/30,002594.XSHE,1
2015/9/30,000538.XSHE,1
2015/9/30,002450.XSHE,1
2015/9/30,600066.XSHG,1
2015/9/30,600150.XSHG,1
2015/9/30,600406.XSHG,1
2015/9/30,000069.XSHE,1
2015/9/30,600023.XSHG,1
2015/9/30,000738.XSHE,1
2015/9/30,601888.XSHG,1
2015/9/30,000883.XSHE,1
2015/9/30,000061.XSHE,1
2015/9/30,600018.XSHG,1
2015/9/30,600100.XSHG,1
2015/9/30,600373.XSHG,1
2015/9/30,000423.XSHE,1
2015/9/30,000999.XSHE,1
2015/9/30,600637.XSHG,1
2015/9/30,600578.XSHG,1
2015/9/30,601098.XSHG,1
2015/9/30,300133.XSHE,1
2015/9/30,600362.XSHG,1
2015/9/30,600008.XSHG,1
2015/9/30,601166.XSHG,1
2015/9/30,600398.XSHG,1
2015/9/30,600839.XSHG,1
2015/9/30,600315.XSHG,1
2015/9/30,000581.XSHE,1
2015/9/30,601991.XSHG,1
2015/9/30,601169.XSHG,1
2015/9/30,600068.XSHG,1
2015/9/30,601333.XSHG,1
2015/9/30,600332.XSHG,1
2015/9/30,600089.XSHG,1
2015/9/30,600795.XSHG,1
2015/9/30,600887.XSHG,1
2015/9/30,601231.XSHG,1
2015/9/30,002344.XSHE,1
2015/9/30,600809.XSHG,1
2015/9/30,601899.XSHG,1
2015/9/30,600118.XSHG,1
2015/9/30,600783.XSHG,1
2015/12/31,002673.XSHE,1
2015/12/31,600783.XSHG,1
2015/12/31,000002.XSHE,1
2015/12/31,600718.XSHG,1
2015/12/31,600516.XSHG,1
2015/12/31,600085.XSHG,1
2015/12/31,601788.XSHG,1
2015/12/31,000686.XSHE,1
2015/12/31,601377.XSHG,1
2015/12/31,000776.XSHE,1
2015/12/31,002241.XSHE,1
2015/12/31,300059.XSHE,1
2015/12/31,601099.XSHG,1
2015/12/31,600958.XSHG,1
2015/12/31,000793.XSHE,1
2015/12/31,600999.XSHG,1
2015/12/31,000738.XSHE,1
2015/12/31,601336.XSHG,1
2015/12/31,000792.XSHE,1
2015/12/31,000060.XSHE,1
2015/12/31,002399.XSHE,1
2015/12/31,601555.XSHG,1
2015/12/31,600485.XSHG,1
2015/12/31,600369.XSHG,1
2015/12/31,002202.XSHE,1
2015/12/31,600060.XSHG,1
2015/12/31,002142.XSHE,1
2015/12/31,601688.XSHG,1
2015/12/31,000783.XSHE,1
2015/12/31,600030.XSHG,1
2015/12/31,000750.XSHE,1
2015/12/31,002051.XSHE,1
2015/12/31,002038.XSHE,1
2015/12/31,002736.XSHE,1
2015/12/31,000831.XSHE,1
2015/12/31,002081.XSHE,1
2015/12/31,601992.XSHG,1
2015/12/31,601928.XSHG,1
2015/12/31,300251.XSHE,1
2015/12/31,300070.XSHE,1
2015/12/31,002456.XSHE,1
2015/12/31,600177.XSHG,1
2015/12/31,600660.XSHG,1
2015/12/31,002065.XSHE,1
2015/12/31,600518.XSHG,1
2015/12/31,002410.XSHE,1
2015/12/31,000413.XSHE,1
2015/12/31,600109.XSHG,1
2015/12/31,000166.XSHE,1
2015/12/31,000623.XSHE,1
2015/12/31,600104.XSHG,1
2015/12/31,002450.XSHE,1
2015/12/31,000568.XSHE,1
2015/12/31,002465.XSHE,1
2015/12/31,600038.XSHG,1
2015/12/31,600315.XSHG,1
2015/12/31,002230.XSHE,1
2015/12/31,002008.XSHE,1
2015/12/31,000598.XSHE,1
2015/12/31,000069.XSHE,1
2015/12/31,300146.XSHE,1
2015/12/31,600547.XSHG,1
2015/12/31,600100.XSHG,1
2015/12/31,600637.XSHG,1
2015/12/31,002375.XSHE,1
2015/12/31,002475.XSHE,1
2015/12/31,600373.XSHG,1
2015/12/31,600837.XSHG,1
2015/12/31,300124.XSHE,1
2015/12/31,601216.XSHG,1
2015/12/31,002304.XSHE,1
2015/12/31,000039.XSHE,1
2015/12/31,600535.XSHG,1
2015/12/31,002001.XSHE,1
2015/12/31,000538.XSHE,1
2015/12/31,000625.XSHE,1
2015/12/31,300015.XSHE,1
2015/12/31,600578.XSHG,1
2015/12/31,601888.XSHG,1
2015/12/31,300024.XSHE,1
2015/12/31,601818.XSHG,1
2015/12/31,600008.XSHG,1
2015/12/31,600717.XSHG,1
2015/12/31,000063.XSHE,1
2015/12/31,601958.XSHG,1
2015/12/31,000581.XSHE,1
2015/12/31,601168.XSHG,1
2015/12/31,600415.XSHG,1
2015/12/31,300002.XSHE,1
2015/12/31,600633.XSHG,1
2015/12/31,601288.XSHG,1
2015/12/31,000999.XSHE,1
2015/12/31,600588.XSHG,1
2015/12/31,000970.XSHE,1
2015/12/31,601231.XSHG,1
2015/12/31,002129.XSHE,1
2015/12/31,600118.XSHG,1
2015/12/31,600309.XSHG,1
2015/12/31,600998.XSHG,1
2015/12/31,600893.XSHG,1
2015/12/31,600068.XSHG,1
2015/12/31,002385.XSHE,1
2015/12/31,601111.XSHG,1
2015/12/31,600489.XSHG,1
2015/12/31,300027.XSHE,1
2015/12/31,000100.XSHE,1
2015/12/31,000725.XSHE,1
2015/12/31,601018.XSHG,1
2015/12/31,600089.XSHG,1
2015/12/31,601179.XSHG,1
2015/12/31,300058.XSHE,1
2015/12/31,600196.XSHG,1
2015/12/31,600111.XSHG,1
2015/12/31,600804.XSHG,1
2015/12/31,600705.XSHG,1
2015/12/31,002024.XSHE,1
2015/12/31,002653.XSHE,1
2015/12/31,600398.XSHG,1
2015/12/31,000629.XSHE,1
2015/12/31,601969.XSHG,1
2015/12/31,000768.XSHE,1
2015/12/31,002470.XSHE,1
2015/12/31,600648.XSHG,1
2015/12/31,600157.XSHG,1
2015/12/31,600372.XSHG,1
2015/12/31,002415.XSHE,1
2015/12/31,000400.XSHE,1
2015/12/31,600863.XSHG,1
2015/12/31,000800.XSHE,1
2015/12/31,601766.XSHG,1
2015/12/31,601118.XSHG,1
2015/12/31,600795.XSHG,1
2015/12/31,600886.XSHG,1
2015/12/31,600019.XSHG,1
2015/12/31,600115.XSHG,1
2015/12/31,000898.XSHE,1
2015/12/31,600688.XSHG,1
2015/12/31,601898.XSHG,1
2015/12/31,600406.XSHG,1
2015/12/31,600208.XSHG,1
2015/12/31,600839.XSHG,1
2015/12/31,600583.XSHG,1
2015/12/31,601989.XSHG,1
2015/12/31,600005.XSHG,1
2015/12/31,601106.XSHG,1
