IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8
9.591474678,-10.60583398,15.59101815,15.65349894,38.53563401,231.7921461,204.8272858,2151.828776
-0.368190777,-0.563992638,-3.718852242,14.33869662,39.73362178,230.6005593,205.4859292,2151.409229
-9.978952177,6.410221477,-20.83015372,12.64958415,40.84232924,229.2965769,206.148925,2150.995469
12.525878,-0.229135318,-32.7307847,10.67567089,41.8504118,227.878257,206.8161933,2150.587509
-16.6260492,-4.807013295,-39.18960054,8.50767552,42.74531279,226.3436604,207.4876541,2150.18536
21.14383243,1.138971509,-40.734706,6.241153838,43.50906215,224.6914244,208.1632274,2149.789034
-24.69572761,7.565060532,-38.14184239,3.96446676,44.12182342,222.9208432,208.8428334,2149.398543
-14.60449405,8.185019614,-32.22264542,1.73785939,44.56349832,221.0314729,209.5263921,2149.013897
26.95423714,2.116519171,-23.86672371,-0.364823583,44.81395458,219.0229036,210.2138237,2148.635109
21.59933216,-9.154439149,-14.22668021,-2.264236529,44.85305991,216.8947253,210.905048,2148.26219
3.994973304,-19.1367965,-4.519491182,-3.881033818,44.66049285,214.6467174,211.5999853,2147.895153
-22.02182806,-20.18954129,4.123085315,-5.135869819,44.2151116,212.2794795,212.2985556,2147.534007
3.768106378,-7.566505092,10.96796742,-5.949398902,43.49528224,209.7941033,213.000679,2147.178766
18.11362277,13.17738147,15.59850449,-6.246101308,42.48286728,207.1920099,213.7062755,2146.82944
-8.382591988,32.39954377,17.65553494,-5.967252995,41.176502,204.4749577,214.4152651,2146.486041
-16.5021558,34.17133735,16.9442623,-5.078172059,39.58580116,201.6447772,215.1275681,2146.148582
16.52285904,8.040131704,13.98011423,-3.630766726,37.72218597,198.7032989,215.8431044,2145.817073
-16.68752937,-25.42193617,9.636341481,-1.803626196,35.59707761,195.6523532,216.5617941,2145.491525
7.675564673,-42.03553874,4.834245054,0.19655193,33.2218973,192.4937707,217.2835573,2145.171952
16.42296298,-44.3842846,0.495125958,2.163070054,30.60806623,189.2293818,218.008314,2144.858364
4.251505659,-40.25709301,-2.614422386,3.889230574,27.76700559,185.8610171,218.7359844,2144.550772
-15.34545388,-31.95675,-4.353453148,5.166416963,24.71205552,182.390507,219.4664884,2144.249189
14.75586218,-21.94349342,-4.799353704,5.814698645,21.46423183,178.819682,220.1997462,2143.953626
-14.1426261,-5.091887116,-4.194854074,5.80975589,18.04746593,175.1503726,220.9356778,2143.664095
13.27927561,14.08723076,-2.871365048,5.21196323,14.48967569,171.3844094,221.6742033,2143.380607
-12.01237962,25.65116336,-1.175755464,4.096156619,10.81977565,167.5236227,222.4152427,2143.103174
-5.055445438,33.40012053,0.535592757,2.546685092,7.066680318,163.5698431,223.1587162,2142.831807
9.145478025,40.2748654,1.886112629,0.650275958,3.259304214,159.5249011,223.9045437,2142.566519
-8.326546202,44.24872511,2.419741332,-1.498074832,-0.573438138,155.3906271,224.6526455,2142.30732
8.322866769,32.0382326,1.796442386,-3.769925296,-4.402632221,151.1688518,225.4029414,2142.054223
6.686916959,4.564989033,0.335541534,-6.027079045,-8.199363514,146.8614054,226.1553517,2141.807238
-10.28113388,-22.60474532,-1.476727762,-8.130968247,-11.9347175,142.4701186,226.9097964,2141.566378
11.52442027,-34.92715445,-3.154132038,-9.943025074,-15.57977965,137.9968219,227.6661954,2141.331654
11.48349048,-32.54428424,-4.284781008,-11.32468169,-19.10563545,133.4433456,228.424469,2141.103077
-13.83129873,-19.91897081,-4.77670756,-12.13737028,-22.48337039,128.8115204,229.1845372,2140.88066
15.27470405,-5.747532183,-4.691445565,-12.25356706,-25.68406993,124.1031767,229.94632,2140.664414
12.84250521,6.248909167,-4.046817431,-11.61140072,-28.67942905,119.3201449,230.7097376,2140.45435
12.57914521,14.40319667,-2.753271267,-10.25303048,-31.44448646,114.4642557,231.4747099,2140.250481
8.483354346,17.5004839,-0.667219375,-8.270418695,-33.95851356,109.5373395,232.241157,2140.052817
-23.11505456,15.74507753,2.292677896,-5.75953012,-36.20476688,104.5412267,233.0089991,2139.86137
24.75782145,10.07028101,5.84232139,-2.809660328,-38.17882029,99.47774785,233.7781562,2139.676153
-24.44130043,2.202397709,9.289390458,0.470381813,-39.87932698,94.34873348,234.5485484,2139.497176
-26.70923936,-4.903588043,11.85706797,3.966139279,-41.30494014,89.15601405,235.3200956,2139.324451
-2.967985309,-8.48952108,12.7706526,7.561039258,-42.45431297,83.90142006,236.0927181,2139.157989
23.36464419,-7.924883192,11.48196909,11.13444733,-43.32609865,78.586782,236.8663358,2138.997803
25.90012475,-3.945307242,8.313052935,14.5853763,-43.9189504,73.21393035,237.6408689,2138.843904
-24.59784303,2.041884411,3.787375192,17.83386789,-44.23152139,67.78469562,238.4162374,2138.696304
-7.967854153,7.154665019,-1.575749923,20.80412069,-44.26246482,62.30090828,239.1923613,2138.555014
-2.32206112,9.342581587,-7.249024458,23.42033324,-44.010502,56.76446695,239.9691608,2138.420045
17.80218795,6.894091217,-12.72186493,25.60670413,-43.47474482,51.17766081,240.7465559,2138.29141
6.742530395,-0.486720488,-17.67030181,27.28743192,-42.65494214,45.54341602,241.5244666,2138.169119
-11.67545456,-8.131060377,-21.81901503,28.38671518,-41.55134637,39.86516229,242.3028132,2138.053186
8.743477465,-11.69480045,-24.89268449,28.82875248,-40.16444431,34.14656372,243.0815155,2137.94362
-0.290263074,-13.1459788,-26.6159901,28.53812165,-38.49565423,28.39183659,243.8604937,2137.840434
-5.283796675,-16.39610255,-26.71361176,27.44301961,-36.5501515,22.60533525,244.6396679,2137.74364
5.612395672,-22.59631834,-24.9314135,25.50239627,-34.34268046,16.79141406,245.4189581,2137.653248
-4.470900943,-24.23003889,-21.09999566,22.76516719,-31.89321468,10.95442737,246.1982844,2137.569271
-9.677719804,-21.86308147,-15.18491976,19.30221385,-29.22250958,5.09872952,246.9775668,2137.49172
12.05590536,-19.03715469,-7.613537846,15.19109999,-26.35132056,-0.771325139,247.7567255,2137.420607
-13.89083277,-18.74941649,1.046291847,10.53611851,-23.30060246,-6.651182826,248.5356805,2137.355944
-1.925684875,-13.99008144,10.2200288,5.448244566,-20.09210785,-12.53549203,249.3143518,2137.297741
15.63055173,-1.563317512,19.33313249,0.038453341,-16.74778872,-18.41870181,250.0926596,2137.246011
-1.389563734,17.54735082,27.8110624,-5.582279999,-13.28959709,-24.29526123,250.8705239,2137.200765
-15.44778171,32.55570873,35.07706737,-11.30076963,-9.73948494,-30.15961934,251.6478648,2137.162015
7.920413241,32.71444419,40.63138493,-16.99498713,-6.119404279,-36.00622521,252.4246023,2137.129772
13.36217444,18.56852204,44.33712725,-22.54069342,-2.451307104,-41.82952789,253.2006565,2137.104048
-11.3546171,0.189308433,46.23027748,-27.81364942,1.242854585,-47.62397644,253.9759475,2137.084855
8.748569079,-8.791239894,46.3875326,-32.70856996,4.941128787,-53.38401992,254.7503953,2137.072204
-6.033094001,-12.22480873,44.96185124,-37.19643147,8.621563504,-59.10410739,255.5239201,2137.066107
-3.578623868,-18.45589334,42.12693031,-41.26894873,12.26220674,-64.77868791,256.2964418,2137.066575
3.105335168,-22.34836218,38.05691285,-44.91828257,15.84110648,-70.40221053,257.0678806,2137.07362
-4.034932143,-17.03046174,32.69739081,-48.13659386,19.33631074,-75.96912432,257.8381565,2137.087254
6.547908458,-4.068086274,25.17255446,-50.91741587,22.72723993,-81.47387833,258.6071897,2137.107488
-9.638312045,8.054983939,14.83198331,-53.26072486,25.99975746,-86.91092163,259.3749,2137.134334
12.66636843,9.076112826,1.448981603,-55.17168303,29.14491267,-92.27470327,260.1412077,2137.167803
12.77082865,1.392613479,-14.53901228,-56.65640594,32.15470828,-97.55967231,260.9060328,2137.207907
-11.1527456,-3.738122338,-30.36894564,-57.72140959,35.02154741,-102.7602778,261.6692954,2137.254658
7.742922448,2.480693377,-43.04525302,-58.3749263,37.73980655,-107.8712258,262.4309155,2137.308067
-4.609134225,1.49402855,-51.42130507,-58.62604406,40.30574585,-112.8882505,263.1908133,2137.368146
4.121193036,-3.787565988,-56.77213104,-58.48375719,42.7157888,-117.8073428,263.9489086,2137.434906
-7.23285867,5.919729529,-60.41715755,-57.95627946,44.96557836,-122.6244939,264.7051218,2137.50836
12.88692219,8.708225494,-58.9247679,-57.06413881,47.05056323,-127.3356948,265.4593727,2137.588518
-8.163976022,-1.98311452,-50.48424182,-55.87789672,48.96619211,-131.9369367,266.2115816,2137.675392
-17.21334367,-13.72760535,-33.71779352,-54.48062307,50.70791372,-136.4242106,266.9616683,2137.768994
-26.4951184,-11.78575032,-7.997301454,-52.95538775,52.27117675,-140.7935077,267.7095531,2137.869336
24.83636739,7.869910713,20.81578724,-51.38526063,53.65142991,-145.0408189,268.455156,2137.976428
2.747759013,15.61949959,45.18138598,-49.85331159,54.84412192,-149.1621355,269.198397,2138.090284
-14.21628372,4.901011084,58.80652079,-48.44261051,55.8448568,-153.1536038,269.9391963,2138.210913
10.5097058,-12.43887792,60.58272876,-47.23622728,56.64985999,-157.0119915,270.6774739,2138.338328
-10.27746536,-3.360601049,51.97340725,-46.28132201,57.25551222,-160.734222,271.4131498,2138.472541
12.58596725,7.836982279,36.499783,-45.48141574,57.65830857,-164.3173325,272.1461441,2138.613563
-15.30676135,0.037032646,16.9446824,-44.70411973,57.85529029,-167.7589067,272.876377,2138.761405
-10.85671592,-4.873120176,-4.520937609,-43.81704528,57.84414467,-171.0571743,273.6037684,2138.91608
18.79639436,-1.242430167,-25.44819187,-42.68780364,57.62335166,-174.2111577,274.3282385,2139.077599
-20.13785102,5.162273148,-42.15660836,-41.1840061,57.19156719,-177.2200551,275.0497072,2139.245973
-3.671010409,2.139519563,-51.88593654,-39.17326393,56.54744716,-180.0830648,275.7680948,2139.421214
23.02121557,-5.854979742,-54.103965,-36.5231884,55.68964748,-182.7993851,276.4833212,2139.603334
16.54095522,-10.44404047,-49.04742238,-33.13251254,54.61758384,-185.3682143,277.1953065,2139.792344
-24.59925776,-6.815169348,-38.10730385,-29.02445634,53.33371107,-187.7887507,277.9039707,2139.988256
12.39339593,6.389270567,-23.39367189,-24.25336157,51.84124375,-190.0601926,278.6092341,2140.191082
22.77247256,18.66497944,-7.131389155,-18.87356997,50.14339651,-192.1817382,279.3110165,2140.400832
-20.48790478,20.30909059,8.454681693,-12.93942329,48.24338393,-194.1525859,280.0092381,2140.61752
17.22465643,16.21631985,21.50382607,-6.505263288,46.14442062,-195.9719339,280.703819,2140.841155
13.05617223,10.35245245,31.6566365,0.374568283,43.84972118,-197.6389806,281.3946793,2141.071751
-7.726994091,-1.957325095,38.97095692,7.645729673,41.36250022,-199.1529241,282.0817389,2141.309318
2.899717585,-19.16071454,43.04632274,15.25387913,38.68597234,-200.5129629,282.764918,2141.553868
-0.75546647,-30.24332797,43.35651354,23.1446749,35.82335213,-201.7182952,283.4441366,2141.805413
2.573669496,-31.24376697,39.41150276,31.2275814,32.77785421,-202.7681193,284.1193148,2142.063964
-5.892629051,-16.77436922,31.1784729,39.28056036,29.55269317,-203.6616211,284.7903603,2142.329533
7.546168394,11.70941686,19.91053551,47.09847015,26.15108362,-204.3979371,285.4571314,2142.602131
-7.604047599,31.81007637,7.173235901,54.48944182,22.57624015,-204.9761915,286.1194741,2142.881771
7.899982696,34.54734073,-5.498496089,61.26160638,18.83137738,-205.3954931,286.7772189,2143.168463
-8.733220735,30.26011633,-16.83016584,67.22309486,14.9197099,-205.6548902,287.4301359,2143.46222
3.620620435,21.17405983,-26.12978734,72.18203828,10.84445231,-205.7534039,288.077968,2143.763052
8.665369438,5.760216249,-32.84334786,75.94656767,6.608819224,-205.6900094,288.7204121,2144.070973
-7.165410648,-17.33106922,-36.41683467,78.32455765,2.216281636,-205.4636703,289.3571537,2144.385992
1.409702174,-35.67631031,-36.34393188,79.16814645,-2.326256218,-205.0733501,289.9878781,2144.708122
4.57229346,-34.80880179,-32.52149349,78.50892421,-7.000554652,-204.5180124,290.6122706,2145.037374
-5.290755645,-11.59060386,-25.75838648,76.43276213,-11.78017222,-203.7966208,291.2300165,2145.37376
7.100624176,16.82241762,-17.1350044,73.08322695,-16.63721895,-202.9081389,291.8408012,2145.717292
-2.736014651,33.5209137,-7.746526813,68.6186714,-21.54380486,-201.8515301,292.4443101,2146.067981
-10.21958878,35.22200451,1.311866724,63.19744821,-26.47203997,-200.6257582,293.0402285,2146.425839
-7.617640857,23.92890934,9.133406317,56.96602723,-31.3940343,-199.2297866,293.6282418,2146.790877
11.35733483,3.132692037,15.56496077,50.0233468,-36.28189788,-197.6625789,294.2080353,2147.163107
-12.02123867,-10.96302775,20.644309,42.45396189,-41.10774073,-195.9230987,294.7792944,2147.542541
-6.971937329,-14.27263131,24.41951888,34.33213854,-45.84367288,-194.0103096,295.3417043,2147.929189
13.10805756,-15.76389462,26.94067398,25.73012712,-50.46180433,-191.9231751,295.8949506,2148.323065
-12.11618829,-20.98984067,28.24731953,16.73071628,-54.93424512,-189.6606588,296.4387184,2148.724179
9.916040458,-22.25214207,28.35099297,7.444702514,-59.23310527,-187.2217243,296.9726932,2149.132543
-7.64515524,-23.08685705,27.22071532,-1.97460129,-63.33049481,-184.6053352,297.4965603,2149.548168
-5.62191991,-29.56179835,24.81067851,-11.35905316,-67.19852374,-181.810455,298.0100051,2149.971067
6.406218787,-31.22439558,21.07366835,-20.53910498,-70.8090507,-178.8362986,298.5127129,2150.40125
-7.598990134,-14.27033725,16.06845282,-29.34520863,-74.13292871,-175.6830868,299.004369,2150.83873
9.250631504,11.69933014,10.27772878,-37.60781597,-77.1407594,-172.3512913,299.4846589,2151.283517
-10.6352349,26.00407465,4.290175287,-45.15737889,-79.8031444,-168.8413842,299.9532678,2151.735625
11.73316371,28.73360639,-1.326842322,-51.82434925,-82.09068533,-165.1538375,300.4098812,2152.195063
4.936826106,26.00846278,-6.160031706,-57.43917895,-83.97382694,-161.28928,300.8541843,2152.661844
-8.130435103,18.94295358,-10.09268673,-61.83231985,-85.42212922,-157.2492252,301.2858625,2153.13598
-16.11130332,7.301702721,-13.0769194,-64.83219884,-86.4053742,-153.0369899,301.7046011,2153.617482
-14.85237064,-8.80675721,-15.05349687,-66.27048767,-86.89865388,-148.6586804,302.1100856,2154.106361
20.30597278,-24.81009553,-15.91780697,-66.02138398,-86.87896926,-144.1213478,302.5020012,2154.60263
-17.10964868,-26.6140213,-15.6348558,-64.01292147,-86.3324907,-139.4323942,302.8800334,2155.106299
-21.3274043,-11.36737405,-14.45764196,-60.36556198,-85.270972,-134.5992936,303.2438674,2155.617381
18.60422583,10.7489985,-12.57668802,-55.28571764,-83.71237361,-129.6295199,303.5931886,2156.135886
-13.90220243,22.25638916,-10.14665677,-48.98983692,-81.67465601,-124.5305469,303.9276824,2156.661828
3.7481357,29.06882188,-7.322210969,-41.69436831,-79.17577968,-119.3098487,304.247034,2157.195216
7.443764452,29.39762111,-4.258013411,-33.61576026,-76.23370508,-113.9748992,304.550929,2157.736063
-10.31848564,13.17920004,-1.114121876,-24.97046126,-72.86639269,-108.5331723,304.8390525,2158.284381
17.09578635,-27.05043509,1.829242393,-15.97491978,-69.09180297,-102.992142,305.11109,2158.840181
-23.83935515,-33.09231751,3.929234126,-6.845584289,-64.92789641,-97.35928208,305.3667268,2159.403474
27.09532802,8.2895929,4.733760956,2.201096742,-60.39263347,-91.6420666,305.6056483,2159.974273
-9.146025177,35.47766081,4.392383688,10.94779633,-55.50397463,-85.84796947,305.8275398,2160.552589
-23.9506868,32.831014,3.161782953,19.17171558,-50.27988036,-79.9844646,306.0320866,2161.138433
-10.50600577,4.57065608,1.252597485,26.63829853,-44.73831112,-74.05902595,306.2189742,2161.731817
19.15844871,-28.43303666,-0.746955403,33.09325822,-38.8972274,-68.07912744,306.3878878,2162.332752
-1.935760824,-36.86947356,-2.102618522,38.25692171,-32.77458966,-62.052243,306.5385128,2162.941251
-19.42148431,-26.89836839,-2.19440778,41.8776061,-26.38835838,-55.98584657,306.6705346,2163.557325
20.13955725,-15.70081278,-1.213000404,43.84853866,-19.75649403,-49.88741208,306.7836384,2164.180985
12.36364928,-14.31512332,0.403125598,44.13896603,-12.89695707,-43.76441347,306.8775098,2164.812243
-17.51666872,-11.77387066,2.204881072,42.73026318,-5.829225181,-37.62432466,306.9518339,2165.451111
-8.434181889,2.079699142,3.708200589,39.64733028,1.418675061,-31.47461959,307.0062962,2166.0976
8.432774197,17.8868905,4.271335075,35.08418906,8.80727915,-25.32277219,307.040582,2166.751722
-4.193272609,24.52614437,3.153387079,29.33648981,16.2946424,-19.1762564,307.0543767,2167.413489
3.197937391,24.19225942,-0.021640397,22.68989286,23.83882013,-13.04254615,307.0473655,2168.082911
-7.185306568,21.03091009,-4.186707594,15.42863757,31.39234649,-6.929115371,307.019234,2168.760001
7.687038402,3.977296076,-7.854053623,7.859047982,38.88567096,-0.843437997,306.9696673,2169.444771
24.5101222,-13.2009426,-9.519464934,0.292969297,46.24372185,5.207012039,306.8983509,2170.137231
-31.77893575,-12.45196399,-7.803483237,-6.984169498,53.39142749,11.2147608,306.8049701,2170.837394
34.72747436,3.39528046,-2.307215271,-13.75518376,60.25782859,17.17233436,306.6892102,2171.545271
33.98099868,7.5650186,5.317301027,-19.67962297,66.78841556,23.07225879,306.5507567,2172.260874
7.932874471,-0.312792526,12.63817452,-24.37961612,72.9327912,28.90706014,306.3892948,2172.984214
-21.77993914,-7.244680894,16.03027719,-27.47729218,78.64055832,34.66926449,306.2045099,2173.715302
9.527109912,-2.815590102,12.75714437,-28.69440224,83.86310119,40.3513979,305.9960873,2174.454152
10.98211834,7.767463961,4.830201593,-28.15321098,88.56095512,45.94598644,305.7637125,2175.200773
-10.03951042,12.11728328,-4.708409545,-26.08370565,92.70453732,51.44555618,305.5070707,2175.955178
12.95909317,-4.247315152,-13.59002858,-22.71789864,96.26629017,56.84263318,305.2258486,2176.717377
-2.717356731,-19.69928204,-20.29607196,-18.28780232,99.21865601,62.12974352,304.9197382,2177.487375
-23.38120824,-20.17747917,-23.41631951,-13.03809233,101.5340772,67.29941325,304.5884365,2178.265172
26.14208515,-3.973790049,-21.85279612,-7.264072184,103.1849961,72.34416844,304.231641,2179.050768
21.17511595,7.228774231,-16.35788229,-1.273608141,104.143855,77.25653517,303.8490493,2179.844161
9.339068266,12.40519767,-8.156570386,4.625458664,104.3830964,82.0290395,303.440359,2180.645351
-17.35009924,17.59168973,1.526147235,10.1252871,103.8745125,86.65485749,303.0052678,2181.454337
11.63310816,26.7759238,11.46527822,14.91803603,102.5870746,91.12998641,302.5434733,2182.27112
-7.030201519,34.83595996,20.43583022,18.69586432,100.4883293,95.45184796,302.0546729,2183.095697
5.285951802,35.39498625,27.21281087,21.15093085,97.54614771,99.61753948,301.5385645,2183.928069
3.580491308,36.60124761,30.57122782,21.96722337,93.73710377,103.6236266,300.9948455,2184.768234
-10.41911277,37.49749555,29.29347665,20.9123845,89.07960401,107.4667459,300.4232136,2185.616193
15.06162239,34.67142909,22.70475907,18.21124269,83.63631692,111.1443198,299.8233663,2186.471944
3.265094205,29.14686844,12.19068264,14.20496561,77.47893224,114.6539689,299.1950014,2187.335487
-22.49419272,23.79827213,-0.349890657,9.234720954,70.67913972,117.9933137,298.5378164,2188.206821
23.86808693,16.73727798,-13.0180988,3.64167639,63.30862911,121.1599746,297.8515088,2189.085945
-24.20774825,-5.794469466,-23.91507979,-2.233000398,55.43909016,124.151572,297.1357764,2189.972859
4.418780965,-29.99048628,-31.14197162,-8.048141729,47.14221261,126.9657265,296.3903167,2190.867563
