X,Y
0.0,0.000862812769629
0.0,0.00690250215703
0.000694444444444,0.00690250215703
0.000694444444444,0.0103537532355
0.00138888888889,0.0103537532355
0.00138888888889,0.0120793787748
0.00208333333333,0.0120793787748
0.00208333333333,0.0138050043141
0.00277777777778,0.0138050043141
0.00277777777778,0.0181190681622
0.00347222222222,0.0181190681622
0.00347222222222,0.0267471958585
0.00416666666667,0.0267471958585
0.00416666666667,0.0293356341674
0.00486111111111,0.0293356341674
0.00486111111111,0.0319240724763
0.00625,0.0319240724763
0.00625,0.0336496980155
0.00694444444444,0.0336496980155
0.00694444444444,0.0422778257118
0.00763888888889,0.0422778257118
0.00763888888889,0.0431406384814
0.00833333333333,0.0431406384814
0.00833333333333,0.0440034512511
0.00902777777778,0.0440034512511
0.00902777777778,0.0448662640207
0.00972222222222,0.0448662640207
0.00972222222222,0.0500431406385
0.0111111111111,0.0500431406385
0.0111111111111,0.0517687661777
0.0118055555556,0.0517687661777
0.0118055555556,0.0543572044866
0.0125,0.0543572044866
0.0125,0.0552200172563
0.0131944444444,0.0552200172563
0.0131944444444,0.0586712683348
0.0152777777778,0.0586712683348
0.0152777777778,0.0638481449525
0.0159722222222,0.0638481449525
0.0159722222222,0.0664365832614
0.0166666666667,0.0664365832614
0.0166666666667,0.0672993960311
0.0173611111111,0.0672993960311
0.0173611111111,0.0681622088007
0.0180555555556,0.0681622088007
0.0180555555556,0.0698878343399
0.01875,0.0698878343399
0.01875,0.0759275237274
0.0194444444444,0.0759275237274
0.0194444444444,0.0776531492666
0.0208333333333,0.0776531492666
0.0208333333333,0.0793787748059
0.0229166666667,0.0793787748059
0.0229166666667,0.0819672131148
0.0236111111111,0.0819672131148
0.0236111111111,0.0845556514236
0.025,0.0845556514236
0.025,0.0862812769629
0.0256944444444,0.0862812769629
0.0256944444444,0.0880069025022
0.0263888888889,0.0880069025022
0.0263888888889,0.0897325280414
0.0270833333333,0.0897325280414
0.0270833333333,0.090595340811
0.0277777777778,0.090595340811
0.0277777777778,0.0974978429681
0.0284722222222,0.0974978429681
0.0284722222222,0.102674719586
0.0291666666667,0.102674719586
0.0291666666667,0.107851596204
0.0305555555556,0.107851596204
0.0305555555556,0.109577221743
0.0319444444444,0.109577221743
0.0319444444444,0.112165660052
0.0326388888889,0.112165660052
0.0326388888889,0.113891285591
0.0340277777778,0.113891285591
0.0340277777778,0.11561691113
0.0347222222222,0.11561691113
0.0347222222222,0.1164797239
0.0354166666667,0.1164797239
0.0354166666667,0.118205349439
0.0361111111111,0.118205349439
0.0361111111111,0.120793787748
0.0381944444444,0.120793787748
0.0381944444444,0.121656600518
0.0388888888889,0.121656600518
0.0388888888889,0.122519413287
0.0395833333333,0.122519413287
0.0395833333333,0.124245038827
0.0402777777778,0.124245038827
0.0402777777778,0.128559102675
0.0416666666667,0.128559102675
0.0416666666667,0.130284728214
0.0423611111111,0.130284728214
0.0423611111111,0.138050043141
0.0451388888889,0.138050043141
0.0451388888889,0.14063848145
0.0458333333333,0.14063848145
0.0458333333333,0.143226919758
0.0465277777778,0.143226919758
0.0465277777778,0.144089732528
0.0472222222222,0.144089732528
0.0472222222222,0.149266609146
0.0479166666667,0.149266609146
0.0479166666667,0.152717860224
0.0486111111111,0.152717860224
